1495771306.0861788:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771307.8861096:::"\u0a95\u0ac7\u0aa8\u0acd\u0aa6\u0acd\u0ab0\u0aa8\u0abe Transforming India \u0aa8\u0abe \u0ab8\u0acd\u0ab5\u0aaa\u0acd\u0aa8\u0aa8\u0ac7 \u0ab8\u0abe\u0a95\u0abe\u0ab0 \u0a95\u0ab0\u0ab5\u0abe\u0aae\u0abe\u0a82 \u0a85\u0ab5\u0acd\u0ab5\u0ab2 \u0a97\u0ac1\u0a9c\u0ab0\u0abe\u0aa4 #3yearsofModiGovt https:\/\/t.co\/zNXIad6YLt"
1495771307.9161637:::"RT @kmlshdbh: India sees rapid strides in #Tourism\n\nWEF's travel &amp; tourism ranking \n\nhttps:\/\/t.co\/cw7PYqO5Fe\n\n#3yearsofModiGovt\u2026 "
1495771307.9561226:::"Big Bang Reforms for New India: Insolvency and Bankruptcy Code. https:\/\/t.co\/RgTRrsJF3T\n#3yearsofModiGovt https:\/\/t.co\/ytMH7wWWnq","display_text_range":[0,105]
1495771308.2302768:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771308.2952607:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771308.3152652:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771308.5061977:::"https:\/\/t.co\/GHJ9233aFH"
1495771309.2560165:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771309.3410368:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771309.654627:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771309.725923:::"RT @CricketNDTV: This questioned angered @imVkohli at the press conference in Mumbai #CT17\n\nhttps:\/\/t.co\/cbfE0WUQQK https:\/\/t.co\/G7l3morf2z"
1495771309.750935:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771309.8010473:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771310.0560784:::"Blue Revolution for New India \nhttps:\/\/t.co\/pDRZX1wLmp\n\n#3yearsofModiGovt https:\/\/t.co\/iPz4EijXLg"
1495771310.1260912:::"RT @BBCWorld: India to open longest bridge on China border https:\/\/t.co\/9VFSymAusB"
1495771310.1861033:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771310.201106:::"FDI inflows in India see substantial growth under Modi Govt. https:\/\/t.co\/ZfZQ61wV9e https:\/\/t.co\/XtoMiBklcd","display_text_range":[0,84]
1495771310.2161112:::"RT @KKalpavalli: @drmadanv @VisakhapatnamJn @AmitShah @ncbn True! No other state in India got divided so unethically."
1495771310.4461575:::"RT @one_by_two: Brad Pitt uses SRK to promote his new movie in India. \n\nSRK is the new Kapil Sharma of Hollywood"
1495771310.7310917:::"RT @jthorpe11: India's highest grossing film of all time is from South India, not Bollywood https:\/\/t.co\/DLHniIYat9 via @business"
1495771310.8142135:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771311.0842843:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771311.249304:::"RT @ThePCRF: Alongside @Chain_of_HopeUK , we provided life-saving heart surgery in India to 11-month-old Abdulmohaimen from\u2026 "
1495771311.3093283:::"RT @AskAnshul: #3yearsofModiGovt faster decision-making process, functioning has been scam-free so far. This is a big achievement for Devel\u2026"
1495771311.3293152:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771311.8192809:::"RT @Kamallochan1982: New Generation for New India. #3yearsofModiGovt https:\/\/t.co\/ldDaLw3iqS"
1495771311.859307:::"RT @UnPaidTimes: In response to Pakistan who returned India's daughter safely, India to return pakistani daughters Rana Ayyub, Shehl\u2026 "
1495771311.969311:::"@AZHAppu Dear Customer,We represent SBI Credit Cards. For banking related queries\/feedbacks, please contact State Bank Of India.","display_text_range":[9,128]
1495771312.0181034:::"RT @INABadminton: Selamat pagi! Saat ini sedang berlangsung partai perempat final #SudrimanCup2017 antara Jepang vs Malaysia dan Tiongkok v\u2026"
1495771312.3410404:::"RT @hindustanse: @HMOIndia @rsprasad @kvQuote @ashishbadshah @SandeepMahule @ramsa_b @Babu_Bhaiyaa @MixedRaita @GPandit_\u2026 "
1495771312.4861696:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771312.7658257:::"Powering Growth for New India\n#3YearsofModiGovt https:\/\/t.co\/NvRb2W9lmX","display_text_range":[0,47]
1495771312.8683252:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771313.0134048:::"RT @warrior_gorakh: Luxury trains in India get a makeover with Tejas Express.\n\u0936\u0947\u0924\u0915\u0931\u094d\u092f\u093e\u0902\u0928\u093e \u0936\u0947\u0924\u092e\u093e\u0932 \u0935\u093f\u0915\u094d\u0930\u0940\u0938\u093e\u0920\u0940 \u0925\u0947\u091f \u0936\u0939\u0930\u093e\u0924 \u0906\u0923\u0923\u094d\u092f\u093e\u0938\u093e\u0920\u0940 \u0930\u0947\u0932\u094d\u0935\u0947 \u0938\u0947\u2026"
1495771313.4012358:::"RT @ZeeNews: Manoj Tiwari asks Arvind Kejriwal to resign, as Kapil Mishra appears before Lokayukta\nhttps:\/\/t.co\/CKUJ1qfFtC"
1495771313.4712734:::"Electrifying every corner of India. https:\/\/t.co\/L7ApdFo7VK https:\/\/t.co\/46TbFuxEv7","display_text_range":[0,59]
1495771313.4962335:::"_ https:\/\/t.co\/b9LUXG3PAP #WindowsPhone #Italy #India #SmallBiz #Smartphone #SMB 6814"
1495771314.018517:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771314.0534756:::"RT @TajinderBagga: Giant boost to Make in India \n\n#3yearsofModiGovt https:\/\/t.co\/gL75brmGH9"
1495771314.1411188:::"RT @abpnewshindi: \u0906\u091c \u0905\u0938\u092e \u0915\u0947 \u0916\u093e\u0928\u093e\u092a\u093e\u0930\u093e \u092e\u0947\u0902 \u0930\u0948\u0932\u0940 \u0915\u0930\u0947\u0902\u0917\u0947 \u092a\u0940\u090f\u092e @narendramodi , \u092a\u0942\u0930\u094d\u0935\u094b\u0924\u094d\u0924\u0930 \u092e\u0947\u0902 \u092d\u0917\u0935\u093e \u0932\u0939\u0930\u093e\u0928\u0947 \u0915\u0940 \u0924\u0948\u092f\u093e\u0930\u0940! @BJP4India\u2026 "
1495771314.581665:::"Wow what an insight! Kaise paida hote hai aise log. I think she forgot that people from all religions get recruited\u2026 https:\/\/t.co\/5rypAMmos6","display_text_range":[0,140]
1495771314.6466765:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771314.6616783:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771314.6766856:::"RT @BrokenCricket: On this day in 1999 India were 6\/1 when Dravid Joined Ganguly and when Dravid got out India were 324\/2..\n\nFirst 300 runs\u2026"
1495771314.9611921:::"RT @anandraaj01: India's \"growth\" under Anti National\n#3yearsofModiGovt  \n@TimesNow @republic @AljazeeraE @SMU @southeastasia4u\u2026 "
1495771315.056199:::"RT @priyankachopra: I hope so too @pamfoundation . So lovely to have worked with u on #Baywatch . Hope to c u soon. Xoxo https:\/\/t.co\/QXvKr\u2026"
1495771315.0861902:::"Jack : Remove Raheel Khursheed as Head of Twitter India !! - Sign the Petition! https:\/\/t.co\/BHQlO9qdH0 via @ChangeOrg_India"
1495771315.1662037:::"India possesses all the ingredients to win, says Michael E Porter\n https:\/\/t.co\/X3IgBPFbM4 https:\/\/t.co\/2ZEGqtRCRS","display_text_range":[0,90]
1495771315.3812475:::"RT @makeinindia: Epic: A glimpse of the planned 7200 km International North-South Transport Corridor \n#SPIEFIndia #MakeInIndia\u2026 "
1495771315.955023:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771316.1862056:::"@malviyamit How can this be tolerated?? How can she go Scot free after pouring this venom against India?\nHow can sh\u2026 https:\/\/t.co\/PMpVmXxDFK","display_text_range":[12,140]
1495771316.2612267:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771316.326283:::"I see RW social media accounts outraging 24x7 on Pakistan; and there is total silence about Modi Govt's policy on P\u2026 https:\/\/t.co\/94Jv1Orcf0","display_text_range":[0,140]
1495771316.3712592:::"RT @aajtak: \u0935\u093e\u0918\u093e \u092c\u0949\u0930\u094d\u0921\u0930 \u0938\u0947 \u092d\u093e\u0930\u0924 \u0932\u094c\u091f\u0940 \u0909\u091c\u094d\u092e\u093e, \u0938\u0941\u0937\u092e\u093e \u092c\u094b\u0932\u0940\u0902- \u092d\u093e\u0930\u0924 \u0915\u0940 \u092c\u0947\u091f\u0940 \u0915\u093e \u0938\u094d\u0935\u093e\u0917\u0924 \u0939\u0948\nhttps:\/\/t.co\/SrD57GIzGc https:\/\/t.co\/viHOdkbueB"
1495771316.536161:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771316.8981967:::"India's First SaaS Product Unicorn: Druva!\n#SaaS #Unicorn \nhttps:\/\/t.co\/EYfME3zb7M"
1495771316.943168:::"RT @ZeeNewsHindi: 1984 \u0938\u093f\u0916 \u0935\u093f\u0930\u094b\u0927\u0940 \u0926\u0902\u0917\u093e \u092a\u0940\u0921\u093c\u093f\u0924: \u0926\u093f\u0932\u094d\u0932\u0940 \u0938\u0930\u0915\u093e\u0930 \u0928\u0947 \u0926\u094b \u0939\u091c\u093c\u093e\u0930 \u092a\u0930\u093f\u0935\u093e\u0930\u094b\u0902 \u0915\u0947 \u092c\u093f\u091c\u0932\u0940 \u092c\u093f\u0932 \u092e\u093e\u092b\u093c \u0915\u093f\u092f\u0947\nhttps:\/\/t.co\/JLqrraOYyL"
1495771317.2811904:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771317.4362626:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771317.55625:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771317.621301:::"https:\/\/t.co\/fQTfStwezK"
1495771317.861164:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771318.0773804:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771318.1473696:::"The differences between India and China inside the Regional Comprehensive Economic Partnership (RCEP) offer opport\u2026\u2026 https:\/\/t.co\/Qp6462pDB3","display_text_range":[0,140]
1495771318.491084:::"India illuminated with lightening speed \ud83d\udca1\ud83d\udca1\nhttps:\/\/t.co\/iouMT6YU1X\n\n#3yearsofModiGovt https:\/\/t.co\/XOT6vjlPBY","display_text_range":[0,85]
1495771318.8112366:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771318.9862742:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771319.0462832:::"RT @RealArnabG: #poll : \n\nShould India play cricket match with Pakistan in ICC trophy or not ... What's ur opinion ?? Plz Vote.."
1495771319.1014175:::"RT @KartikeyaTanna: \"India has illegally occupied several states and regions\": Arundhati Roy\n\nvs\n\n\"Bharat tere tukde honge, inshallah insha\u2026"
1495771319.3093202:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771319.5393722:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771319.639447:::"#Adani ripping off #India \n#StopAdani in Australia \n#auspol https:\/\/t.co\/f8kQTMhEyB","display_text_range":[0,59]
1495771319.707787:::"RT @BJP4Gujarat: \u0a95\u0ac7\u0aa8\u0acd\u0aa6\u0acd\u0ab0\u0aa8\u0abe Transforming India \u0aa8\u0abe \u0ab8\u0acd\u0ab5\u0aaa\u0acd\u0aa8\u0aa8\u0ac7 \u0ab8\u0abe\u0a95\u0abe\u0ab0 \u0a95\u0ab0\u0ab5\u0abe\u0aae\u0abe\u0a82 \u0a85\u0ab5\u0acd\u0ab5\u0ab2 \u0a97\u0ac1\u0a9c\u0ab0\u0abe\u0aa4 #3yearsofModiGovt https:\/\/t.co\/bYKG8ri0yo"
1495771320.1262615:::"RT @MinhazMerchant: \"Pakistan is a death trap,\" says Uzma on her hellish experience. \"There's no place like India.\" The quintessential\u2026 "
1495771320.1662707:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771320.2163146:::"RT @saha_abhi1990: Team @htTweets retraces the journey of the jeep carrying \"human shield\" Farooq Dar. Villagers recount the day. https:\/\/t\u2026"
1495771320.3208764:::"RT @KilaFateh: \u2018It\u2019s a Decentralised Emergency. Pyramidal Mafia State\u2019: Arun Shourie on Modi Sarkar\nBy @bainjal \nIndia is suffering https:\/\u2026"
1495771320.4509265:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771320.4908867:::"RT @sachin_rt: Thanks team #India for making the day special. A lasting image of the boys led by @imVkohli before they left for\u2026 "
1495771320.5108876:::"RT @srirambjp: India retains world's highest FDI recipient crown: Report \n\n#3yearsofModiGovt \nhttps:\/\/t.co\/yHg39cxLDy"
1495771320.540945:::"RT @studyinnz: If you're in India, you\u2019ll hear us talk a lot about #NZISC over the next few months. Stay tuned for an exciting ann\u2026 "
1495771320.5658948:::"EVM Hackathon: Deadline Ends Today But No Applications Yet https:\/\/t.co\/4tFM8iJJ2w #news #India https:\/\/t.co\/ib4d45oAeL","display_text_range":[0,95]
1495771320.7109845:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771320.7609541:::"Har cheez mein soldiers at the border ghusedna zaroori hai kya tihari ke bhai? \nAur players BCCI ke liye khelte hai\u2026 https:\/\/t.co\/5x3gzfzcha","display_text_range":[0,140]
1495771321.0160186:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771321.1412442:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771321.3678648:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771321.7961912:::"https:\/\/t.co\/ZFnBE2h4JH"
1495771321.8630388:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771321.9547799:::"Coming To A Theater Near You!!! Wooo Ric Flair https:\/\/t.co\/5TfnhAfMnO"
1495771322.0347414:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771322.199786:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771322.33483:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771322.391219:::"RT @BBCWorld: India to open longest bridge on China border https:\/\/t.co\/9VFSymAusB"
1495771322.4681025:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771322.6131537:::"RT @AskAnshul: Malala is against India on Kashmir &amp; Media glorifying her. Hope Media will also glorify children who wins National Bravery A\u2026"
1495771322.6381586:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771323.0961707:::"RT @mohanstatsman: Is India world's most populous nation?\nhttps:\/\/t.co\/Y0jLxHbFNo\nWorld Population: 7,507,118,055*\nChina: 1,387,647,621*\nIn\u2026"
1495771323.4660795:::"RT @virendersehwag: There is no country as safe as India.Is desh ki mitti ki baat hi alag hai. Best wishes to #Uzma &amp;welcome back to th\u2026 "
1495771323.6233184:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771323.7036443:::"RT @anandagarwal554: PM Shri #NarendraModi ji to inaugurate India's Longest Bridge 9.15km, Dhola-Sadiya, tomorrow morning 10.30am. near\u2026 "
1495771323.7861516:::"New Generation for New India \nhttps:\/\/t.co\/7FXY8pkJSV\n\nvia NMApp https:\/\/t.co\/UBIycL2Xr9","display_text_range":[0,64]
1495771323.8561761:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771323.9417124:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771323.9666889:::"Mango promotion being organised by APEDA and Embassy of India at E-mart retail stores in Seoul on 26th May, 2017. https:\/\/t.co\/0xSxFDVBkM","display_text_range":[0,113]
1495771324.0328124:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771324.0577893:::"RT @virendersehwag: There is no country as safe as India.Is desh ki mitti ki baat hi alag hai. Best wishes to #Uzma &amp;welcome back to th\u2026 "
1495771324.1796293:::"\u0d2e\u0d4b\u0d26\u0d3f \u0d38\u0d30\u0d4d\u200d\u0d15\u0d4d\u0d15\u0d3e\u0d30\u0d4d\u200d \u0d35\u0d3e\u0d30\u0d4d\u200d\u0d37\u0d3f\u0d15\u0d02: \u0d15\u0d47\u0d30\u0d33\u0d24\u0d4d\u0d24\u0d3f\u0d32\u0d4d\u200d 27 \u0d2a\u0d30\u0d3f\u0d2a\u0d3e\u0d1f\u0d3f\u0d15\u0d33\u0d4d\u200d\n\nhttps:\/\/t.co\/exwMONL7Us https:\/\/t.co\/tMjYS5hanQ","display_text_range":[0,79]
1495771324.5902646:::"RT @tufailelif: For those who do not know: what is called liberalism in the US and multiculturalism in the UK is known as secularism in Ind\u2026"
1495771324.7020628:::"Moment a desperate elephant eats rubbish from a roadside bin in southern India as the area's wildlife reels under... https:\/\/t.co\/1vRWsEuRIT"
1495771324.7570734:::"New #Solar Projects Are Cheaper Than 92% Of All #Thermal #Power Plants In India -  https:\/\/t.co\/FsLQqOoPuy https:\/\/t.co\/z0hCbBRk2m","display_text_range":[0,106]
1495771325.1919932:::"India\u2019s competitiveness improves across the board under @narendramodi govt\nhttps:\/\/t.co\/GUapFyd6Xi\u2026 https:\/\/t.co\/kiwLDRwkdk","display_text_range":[0,140]
1495771325.265469:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771325.3309405:::"@FoxNews @TuckerCarlson @seanhannity @POTUS @VP @JoshNoneYaBiz @LouDobbs @IngrahamAngle @AnnCoulter @RefugeeWatcher\u2026 https:\/\/t.co\/xCFnSpND1d","display_text_range":[0,140]
1495771325.560994:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771325.5910428:::"Machines Vs humans: The battle for jobs in India is affecting not just IT engineers https:\/\/t.co\/hir5V9hFXn https:\/\/t.co\/oOF1e88sF9 http:\/\/p"
1495771325.6209931:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771325.646124:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771325.8448598:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771326.0161543:::"RT @BhaavnaArora: India has to be the only country where the army's actions are up for debate. How about you let the experts do their job w\u2026"
1495771326.0561883:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771326.718083:::"India\u2019s competitiveness improves across the board under Modi Govt. https:\/\/t.co\/ZfZQ61wV9e https:\/\/t.co\/5whJg1q5bx","display_text_range":[0,90]
1495771326.7480793:::"Lightening New India with Lightening Speed\nhttps:\/\/t.co\/HZigVvjqv9 https:\/\/t.co\/JiLdrodguR","display_text_range":[0,66]
1495771326.77608:::"RT @cbcnn_Pilid: Sort of expected given direction things were headed https:\/\/t.co\/VG45PIR97V"
1495771326.9340925:::"India confident of defending title - Virat Kohli https:\/\/t.co\/HarqUIZ6Aa"
1495771327.0190825:::"RT @ShefVaidya: Allegedly, @ndtv thinks it is in alleged news business! https:\/\/t.co\/UnDGp3LdaS"
1495771327.1062207:::"RT @Atheist_Krishna: \u092e\u0941\u091d\u0947 \u0915\u0947\u091c\u0930\u0940\u0935\u093e\u0932 \u0915\u0947 \u092c\u0948\u0902\u0915 \u0905\u0915\u093e\u0909\u0902\u091f \u0915\u093e \u0928\u0902\u092c\u0930 \u0914\u0930 \u092a\u093e\u0938\u0935\u0930\u094d\u0921 \u0926\u094b \u092e\u0948\u0902 \u0909\u0938\u0915\u0947 \u0905\u0915\u093e\u0909\u0902\u091f \u0915\u094b \u0939\u0947\u0915 \u0915\u0930 \u0932\u0942\u0901\u0917\u093e\u0964 \n\n\u092e\u0926\u0930 \u092c\u094b\u0930\u094d\u0921 \u0915\u094c\u0928 \u092e\u093e\u0902\u0917\u0924\u093e \u0939\u0948 \u092d\u093e\u0908?\u2026 "
1495771327.1361988:::"RT @mohitfreedom: #3yearsofModiGovt #India #Africa  PM @narendramodi : #Africa a top priority for India\u2019s foreign and economic policy : Hap\u2026"
1495771327.1562033:::"Powering Growth for New India\n#3yearsofModiGovt https:\/\/t.co\/YG9eKtmzgy","display_text_range":[0,47]
1495771327.1712055:::"ndtv: RT CricketNDTV: This questioned angered imVkohli at the press conference in Mumbai #CT17\n\nhttps:\/\/t.co\/G2SbPhwTqn \u2026"
1495771327.4312856:::"On this day in 1999 India were 6\/1 when Dravid Joined Ganguly and when Dravid got out India were 324\/2..\n\nFirst 300 runs Partnership in ODI"
1495771327.5113:::"#Stigmabase | IN -  India and Germany to collaborate for research in traditional medicine - Alternate medicine got\u2026 https:\/\/t.co\/XlQOUBUOFs"
1495771327.5312774:::"Bihar: 8 dead as bus catches fire in Nalanda| \u092c\u093f\u0939\u093e\u0930: \u0928\u093e\u0932\u0902\u0926\u093e \u092e\u0947\u0902 \u092c\u0938 \u092e\u0947\u0902 \u0906\u0917 \u0932\u0917\u0928\u0947 \u0938\u0947 8 \u0932\u094b\u0917 \u092e\u093e\u0930\u0947 \u0917\u090f\u2026 https:\/\/t.co\/7MFsyB7wBP","display_text_range":[0,140]
1495771327.5512965:::"RT @davidfrawleyved: India\u2019s revived cultural and civilisational nationalism under Modi a boon for the world. Must read @HindolSengupta \nht\u2026"
1495771327.6194925:::"RT @mohitfreedom: India's #Uzma returns from #Pakistan https:\/\/t.co\/rOyZLG86kM"
1495771327.8912272:::"RT @OccuWorld: India Cancels Nearly 14 Gigawatts Of Proposed Coal Plants https:\/\/t.co\/uDpvcRTiwZ"
1495771328.071986:::"#Stigmabase | IN -  At over 300 sites across India hazardous waste is part of the landscape and life - To be\u2026 https:\/\/t.co\/eb03QSejlk"
